Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Canada,Whitehorse,-1.912894308067896,0,0.0,0,-1.0163812619909312,0,-0.33520828402850383,0,-1.9307767192958076,0
Ireland,Wicklow,-0.7441966199206724,0,0.0,0,-0.1547111106723212,0,0.8086652979455711,0,-0.4366248892713818,0
Switzerland,Wil,0.6192840162510884,1,0.0,0,-0.41321215606790423,0,0.8086652979455711,0,0.6839889832469375,1
Germany,Wildeshausen,1.1387052109831877,1,0.0,0,-0.1547111106723212,0,1.952538879919646,0,1.110889506111059,1
Brazil,Foz Do Iguacu,-1.7830390093848711,0,0.0,0,-1.6195503679139582,0,-0.9071450750155413,0,-1.2904259349996252,0
Denmark,Frederikssund,-0.8740519186036972,0,0.0,0,0.3622909801188448,0,-0.9071450750155413,0,-1.1303382389255796,0
Germany,Fuldatal,-0.3546307238715979,0,0.0,0,-0.3270451409360432,0,0.23672850695853362,0,-0.1164494971232906,0
Japan,Furano,-1.3285454639942842,0,0.0,0,-0.4993791711997652,0,-0.33520828402850383,0,-0.9168879774935187,0
United Kingdom of Great Britain and Northern Ireland,Galashiels,-1.5882560613603338,0,0.0,0,-0.5855461863316263,0,0.8086652979455711,0,-1.23706336964161,0
Germany,Gangelt,-0.5494136718961351,0,0.0,0,-0.4993791711997652,0,1.3806020889326085,0,-0.2765371931973362,0
Germany,Germersheim,0.09986282151898904,1,0.0,0,-0.24087812580418222,0,0.8086652979455711,0,0.25708846038281585,1
Russian Federation,Glubokiy,-0.9389795679452096,0,0.0,0,0.2761239649869838,0,-0.9071450750155413,0,-1.5572387617897012,0
United Kingdom of Great Britain and Northern Ireland,Golborne,-0.9389795679452096,0,0.0,0,-0.1547111106723212,0,1.3806020889326085,0,-0.5967125853454275,0
